Main Part or Subsection?,Number of part or subsection,Full Line of Result,Link to Result
Subsection,267.204,  What air emission standards apply,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.267&r=PART&ty=HTML#se40.29.267_1204
Subsection,270.27,"  Specific Part B information requirements for air
emission controls for tanks, surface impoundments, and containers",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.270&r=PART&ty=HTML#se40.29.270_127
Subsection,270.235,"  Options for incinerators, cement kilns, lightweight
aggregate kilns, solid fuel boilers, liquid fuel boilers and 
hydrochloric acid production furnaces to minimize emissions from
startup, shutdown, and malfunction events",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.270&r=PART&ty=HTML#se40.29.270_1235
Subsection,270.315,"  What air emissions control information must I keep
at my facility",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.29.270&r=PART&ty=HTML#se40.29.270_1315
Part,600,"FUEL ECONOMY AND GREENHOUSE GAS EXHAUST EMISSIONS OF MOTOR
VEHICLES",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.32.600&r=PART&ty=HTML
Subsection,610.31,  Vehicle tests for fuel economy and exhaust emissions,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.32.610&r=PART&ty=HTML#se40.32.610_131
Part,1033,CONTROL OF EMISSIONS FROM LOCOMOTIVES,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1033&r=PART&ty=HTML
Part,1036,CONTROL OF EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1036&r=PART&ty=HTML
Part,1037,CONTROL OF EMISSIONS FROM NEW HEAVY,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1037&r=PART&ty=HTML
Part,1039,CONTROL OF EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1039&r=PART&ty=HTML
Part,1042,CONTROL OF EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1042&r=PART&ty=HTML
Part,1043,"CONTROL OF NOX, SOX, AND PM EMISSIONS FROM
MARINE ENGINES AND VESSELS SUBJECT TO THE MARPOL PROTOCOL
",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1043&r=PART&ty=HTML
Part,1045,CONTROL OF EMISSIONS FROM SPARK,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1045&r=PART&ty=HTML
Part,1048,"CONTROL OF EMISSIONS FROM NEW, LARGE NONROAD
SPARK",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1048&r=PART&ty=HTML
Part,1051,"CONTROL OF EMISSIONS FROM RECREATIONAL ENGINES
AND VEHICLES",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1051&r=PART&ty=HTML
Part,1054,"CONTROL OF EMISSIONS FROM NEW, SMALL NONROAD 
SPARK",https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.36.1054&r=PART&ty=HTML
Part,1060,CONTROL OF EVAPORATIVE EMISSIONS FROM NEW AND IN,https://www.ecfr.gov/cgi-bin/retrieveECFR?gp=&SID=beb0ac4effa006b7d7cffcf88b9c1684&mc=true&n=pt40.37.1060&r=PART&ty=HTML
